1;75;601;NULL;NULL;NULL;AUXERRE;FRANCE;89000;S.D.E.Y.;4, avenue Foch;NULL
2;76;608;NULL;NULL;NULL;AUXERRE;FRANCE;89000;S.D.E.Y.;4, avenue Foch;NULL
3;13860;797;0479753280;NULL;NULL;LE BOURGET DU LAC CEDEX;FRANCE;73375;BÉtiment Koala;17 rue Lac Saint AndrÇ;B.P. 90299
4;286;812;NULL;NULL;NULL;PARIS LA DEFENSE CEDEX;FRANCE;92919;NEXIMMO 42;1 terrasse Bellini;TSA 48 200
5;13969;1145;NULL;NULL;NULL;SARREBOURG CEDEX;FRANCE;57403;ZAC DES TERRASSES DE LA SARRE;NULL;NULL
6;278;1417;NULL;NULL;NULL;CHATEAUNEUF SUR SARTHE;FRANCE;49330;Agence Assainissement TETRA;Anjou Actiparc Saint Jean;2 rue Yves Constantin - BP 80025
7;12698;1465;NULL;NULL;NULL;SAINT DIDIER AU MONT D'OR CEDEX;FRANCE;69771;QUALICONSULT;Parc de CrÇcy;5B rue Claude Chappe
8;330;1817;NULL;NULL;NULL;LYON CEDEX 20;FRANCE;69908;SNCF;Centre Compta Four (CCF);TSA 50810
9;264;2019;NULL;NULL;NULL;POITIERS CEDEX;FRANCE;86012;VINCI CONTRUCTION TERRASSEMENT;SGI COMPTABILITE FOURNISSEURS;RUE CAROLINE AIGLE - BP 90505
10;12710;2529;NULL;NULL;romaric.may@edf.fr;Clamart;FRANCE;92141;ER Relations Fournisseurs UnitÇ Penly;Romaric MAY;BP n¯306
11;461;2897;NULL;NULL;NULL;FEURS;FRANCE;42110;SMAELT;11 avenue Jean Jauräs;
12;14656;3160;NULL;NULL;NULL;DIJON CEDEX 9;FRANCE;21083;CSPI DIJON;15 BOULEVARD DE BROSSES;NULL
13;13948;3469;NULL;NULL;NULL;MULHOUSE CEDEX;FRANCE;68053;SERM;5 RUE LEFEVRE;NULL
14;12647;3651;NULL;NULL;NULL;LYON SAINT EXUPERY AEROPORT;FRANCE;69125;Hub Business;905, rue d'Espagne;NULL
15;12544;3846;NULL;NULL;NULL;BRON;FRANCE;69500;67, boulevard Pinel;NULL;NULL
16;427;4012;NULL;NULL;NULL;LYON;FRANCE;69002;SNC SPEED WAY;30, quai Perrache;
17;13940;4017;NULL;NULL;NULL;CHASSIEU;FRANCE;69680;9 RUE GEORGES MELIES;NULL;
18;372;4354;NULL;NULL;NULL;LE PLESSIS-ROBINSON Cedex;FRANCE;92359;Reanault SAS;CSP ACH 3 33;13 avenue Paul Langevin
19;12599;4355;NULL;NULL;NULL;LYON CEDEX 07;FRANCE;69361;92, rue Pasteur;CS 30122;NULL
20;424;4455;NULL;NULL;NULL;MARSEILLE;FRANCE;13002;Direction RÇgionale Sud Est;4 Place Sadi Carnot;NULL
21;447;4773;NULL;NULL;dgaa-sg-saa-um@savoie.fr;CHAMBERY Cedex;FRANCE;73008;Direction des Routes - Service Etudes et travaux;L'Adret;1 rue des CÇvennes
22;295;4774;NULL;NULL;NULL;CRUSEILLES;FRANCE;74350;CD 74;Direction des Routes;84, route d'Annecy - BP 24
23;276;4824;NULL;NULL;NULL;LYON CEDEX 03;FRANCE;69483;SMTR;Hìtel du DÇpartement;29/31 cours de la LibertÇ
24;12547;4858;NULL;NULL;NULL;BRON Cedex;FRANCE;69673;1, rue Jacques Monod;CS 10150;NULL
25;443;5071;M. Benjamin GRIVEAUX;NULL;benjamin.munier@semvaldebourgogne.fr;CHALON SUR SAONE CEDEX;FRANCE;71108;7 rue Georges Maugey;NULL;NULL
26;12546;5108;NULL;NULL;NULL;LYON CEDEX 06;FRANCE;69413;GRAND LYON HABITAT;191 - 193 cours Lafayette;
27;12720;5159;NULL;NULL;NULL;GRENOBLE CEDEX 1;FRANCE;38031;RÇgies eau et assainissement;Le Forum;3 rue Malakoff
28;55;5359;NULL;NULL;NULL;FRIEDRICHSDORF - D;ALLEMAGNE;61381;Wareneingang 1;Otto-Hahn - Str.26;
29;12789;5389;NULL;NULL;NULL;BURE;FRANCE;55290;Centre Meuse / Haute Marne;NULL;NULL
30;14595;5394;NULL;NULL;NULL;STRASBOURG CEDEX;FRANCE;67070;DIRECTION DE LA CONSTRUCTION ET DE L'IMMOBILIER;AGENCE TERRITORIALE DE STRASBOURG;26 AVENUE DE LA PAIX
31;12798;5967;NULL;NULL;NULL;CHAROLLES;FRANCE;71120;Direction des Routes et des Infrastructures ;Charolais - Brionnais;5 route de Lugny
32;277;6022;NULL;NULL;NULL;LYON CEDEX 03;FRANCE;69403;ALLIADE;Centre de paiement;BP 3272
33;13926;6043;NULL;NULL;NULL;RUNGIS CEDEX;FRANCE;94157;;TSA 20444;NULL
34;12613;6163;NULL;NULL;NULL;PARIS Cedex 13;FRANCE;75210;110 Avenue de France;NULL;NULL
35;14582;6853;NULL;NULL;NULL;CROLLES;FRANCE;38920;390 RUE HENRI FABRE;NULL;NULL
36;463;6974;NULL;NULL;NULL;CHAPONNAY;FRANCE;69970;IRH INGENIEUR CONSEIL;Z.I. Chaponnay Sud;190 Rue LabÇ
37;429;7041;NULL;NULL;NULL;BOURG EN BRESSE CEDEX;FRANCE;1012;HOPITAL FLEYRIAT;Direction des Travaux - CS 90401;900 route de Paris
38;371;7553;NULL;NULL;NULL;BRON CEDEX;FRANCE;69671;AREA;Direction Financiäre;260 avenue Jean Monnet - BP 48
39;12884;7560;04.72.20.16.00;04.72.20.16.02;NULL;LYON;FRANCE;69009;Campus Verrazzano;1, place Verrazzano;NULL
40;317;8143;NULL;NULL;NULL;LYON SAINT EXUPERY AEROPORT;FRANCE;69125;AEROPORT DE LYON;Service ComptabilitÇ;BP 113
41;450;8484;NULL;NULL;NULL;VOURLES;FRANCE;69390;EM2C Constuction Sud Est;14, Chemin de la Plaine;
